score,Borough,Largest Property Use Type,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²)
62,Manhattan,Multifamily Housing,74934,1925,1,100,82.4,5,0.7,78.58,5.558371272,4.364117214
66,Bronx,Multifamily Housing,107220,1927,1,100,78.5,3.3,0,,6.27457368,
83,Manhattan,Multifamily Housing,97947,1961,1,100,67.7,5.6,0.2,,5.706445592,
22,Brooklyn,Multifamily Housing,51390,1924,1,100,86.7,6.1,0.7,126.71,5.186826991,4.841901011
85,Brooklyn,Multifamily Housing,58400,1931,1,100,72.9,3.3,0.7,,5.251225759,
45,Queens,Multifamily Housing,103459,1923,1,100,54.3,6.6,0.3,,5.155024197,
29,Queens,Multifamily Housing,57936,1928,1,100,109.1,5.6,0.9,95.94,5.650381698,4.563722996
57,Queens,Multifamily Housing,58200,1939,1,100,88.7,4.6,0.8,61.45,5.311727053,4.118223836
41,Brooklyn,Non-Refrigerated Warehouse,55196,1981,1,100,37.2,6.1,0.2,12.94,3.860729711,2.560323289
70,Brooklyn,Multifamily Housing,54245,1931,1,100,74.1,3,0.7,,5.362699625,
82,Brooklyn,Multifamily Housing,72147,1903,1,100,72.8,3.6,0.7,,5.625099953,
98,Bronx,Office,53250,1931,1,100,29,,,15.33,2.48490665,2.729811693
37,Bronx,Multifamily Housing,110235,1965,1,100,95.2,5.5,0.8,,6.186208624,
100,Bronx,Multifamily Housing,55600,1928,1,100,10.2,1.9,0,145.03,2.451005098,4.976940618
100,Bronx,Multifamily Housing,80350,1963,1,100,23.4,4.2,0.1,77.97,3.64805746,4.356324137
100,Bronx,Multifamily Housing,75133,1927,1,100,20.5,3.7,0.1,123.34,3.490428515,4.81494477
73,Manhattan,Multifamily Housing,69540,2005,1,100,65.5,,,,5.198497031,
39,Manhattan,Multifamily Housing,472000,1974,1,100,85.8,,,,7.339992138,
67,Manhattan,Multifamily Housing,78638,1920,1,100,80.5,3.4,,,6.062388885,
38,Manhattan,Multifamily Housing,60000,1925,1,100,98.2,5.1,0.5,69.96,5.84932478,4.24792365
47,Manhattan,Multifamily Housing,80000,1886,1,100,77,5.7,0.6,30.32,5.583120298,3.411807561
75,Queens,Office,208952,1999,1,100,64,15.3,0.1,0,4.845760651,
19,Manhattan,Multifamily Housing,182576,1889,1,100,80,9,0.5,43.28,6.289530025,3.767690635
84,Manhattan,Multifamily Housing,80985,1924,1,100,67.8,4.5,0,16.88,5.974826906,2.826129489
86,Queens,Multifamily Housing,86576,1962,1,100,77.6,3.7,0.1,102.97,5.982423802,4.634437684
41,Queens,Multifamily Housing,65850,1962,1,100,111.5,5.3,0.1,,6.104346704,
85,Bronx,Multifamily Housing,61500,1924,1,100,79.3,,,7.87,5.81263688,2.063058062
73,Manhattan,Office,150000,1998,1,100,104.9,11.2,0.1,,4.699570861,
100,Bronx,Office,101555,1969,1,100,40.2,,,,5.36877583,
83,Bronx,Multifamily Housing,57053,1961,1,100,70.1,,,,5.595826,
33,Manhattan,Multifamily Housing,170978,2011,1,100,95.3,8.4,0.7,51.03,6.37331979,3.932413695
89,Queens,Non-Refrigerated Warehouse,154100,1962,1,100,23.6,,,,4.385769621,
95,Brooklyn,K-12 School,102000,1930,1,100,44.8,4.4,0.3,,5.189060381,
80,Brooklyn,K-12 School,125000,1908,1,100,39.1,8,0.1,,4.478472533,
93,Brooklyn,K-12 School,90000,1959,1,100,49.7,3.9,0.4,,5.294811227,
36,Brooklyn,K-12 School,78000,1990,1,100,84.2,10,0.5,41.18,5.420534999,3.717952702
47,Staten Island,Multifamily Housing,92340,1985,1,100,95.5,6.6,0.7,118.76,5.626181229,4.77710465
87,Bronx,Multifamily Housing,54835,1926,1,100,62.7,3.4,0.6,55.65,5.155024197,4.019082078
68,Queens,Multifamily Housing,67652,1925,1,100,111.7,3.8,0.1,153.08,6.177736624,5.030960661
61,Manhattan,Multifamily Housing,51780,1900,1,100,104.8,0.7,0,14.28,5.989713014,2.658859957
35,Bronx,Multifamily Housing,145936,1910,1,100,110.1,4.7,0.9,523.77,6.590301048,6.261052657
94,Queens,Multifamily Housing,54096,1929,1,100,56.6,3,0,47.96,5.381738975,3.87036733
81,Queens,Multifamily Housing,61320,1970,1,100,71.8,3.3,0.7,50.11,5.38907173,3.914220589
100,Brooklyn,Multifamily Housing,127473,1926,1,100,15.7,4.6,,,,
98,Manhattan,Office,113500,1923,1,100,49.3,9.4,0.2,,4.740574823,
93,Manhattan,Office,160454,1909,1,100,62.4,8.3,0.4,,5.650733254,
93,Brooklyn,Residence Hall/Dormitory,158540,1900,1,100,58.5,1.1,0.5,1.34,4.175924549,0.292669614
100,Brooklyn,Residence Hall/Dormitory,158540,1900,1,100,16.7,3.1,0.1,1.47,1.648658626,0.385262401
49,Queens,Multifamily Housing,81570,1962,1,100,99,,,2751.2,6.234998788,7.919792459
73,Brooklyn,Residence Hall/Dormitory,158540,1900,1,100,75.7,4.4,0.6,1.78,3.96081317,0.576613364
91,Queens,Multifamily Housing,111500,1970,1,100,62.5,3.5,0.5,,5.976350909,
100,Bronx,Multifamily Housing,59700,1927,1,100,16.9,,,,3.005682604,
98,Brooklyn,Multifamily Housing,67200,2006,1,100,25.7,,,41.55,1.589235205,3.726897521
99,Brooklyn,Multifamily Housing,87300,1961,1,100,80.9,,,,5.82126917,
5,Brooklyn,Multifamily Housing,54245,2006,1,100,101.4,,,55.25,4.95088529,4.01186834
77,Staten Island,Office,53400,1931,1,100,66.3,10.7,0.3,,4.508659286,
94,Brooklyn,Multifamily Housing,73584,1964,1,100,72.4,3.9,0.6,41.52,5.589866951,3.726175239
53,Queens,Multifamily Housing,128000,1951,1,100,88.2,3.3,0.8,,6.681356435,
33,Manhattan,Multifamily Housing,239598,1970,1,100,68.8,13.9,0.2,44.39,5.514234873,3.793014219
65,Queens,Multifamily Housing,196393,1970,1,100,88.9,4.9,0.7,38.03,6.758094504,3.638375322
61,Queens,Multifamily Housing,140000,1951,1,100,81.8,3.4,0.8,,6.338240659,
76,Manhattan,Multifamily Housing,374550,1970,1,100,79.9,4.2,0.6,41.92,7.109225655,3.73576304
84,Brooklyn,Multifamily Housing,64080,1956,1,100,89.9,,,,5.643678551,
57,Queens,Multifamily Housing,489600,1951,1,100,85,3.4,0.8,,7.358130016,
63,Queens,Multifamily Housing,130818,1970,1,100,92.2,3.5,0.8,83.22,6.447464329,4.421487704
40,Manhattan,Multifamily Housing,244100,1982,1,100,82.8,9,0,45.38,6.621405652,3.815071479
60,Queens,Multifamily Housing,257000,1951,1,100,82.5,3.2,0.8,,6.804060043,
25,Brooklyn,Multifamily Housing,89555,2007,1,100,109.5,8.6,0.9,34.79,5.389528247,3.549329989
100,Brooklyn,Multifamily Housing,79920,1938,1,100,12.1,,,38.95,2.772588722,3.662278772
64,Queens,Multifamily Housing,234000,1965,1,100,81.7,5.3,0.6,,6.778898657,
80,Queens,Multifamily Housing,237443,1962,1,100,71.4,4.7,0.6,119.18,6.606785312,4.780634955
74,Manhattan,Multifamily Housing,109157,1928,1,100,73.6,4.9,0,,6.202737926,
70,Queens,Multifamily Housing,220000,1965,1,100,74.9,5.9,0.5,,6.524442976,
13,Manhattan,Multifamily Housing,262508,2006,1,100,77.8,12.2,0.1,,4.804840381,
63,Bronx,Multifamily Housing,50760,1935,1,100,91.4,3.7,0,62.89,5.743644008,4.141387169
1,Manhattan,Multifamily Housing,73371,2006,1,100,109.9,19.2,0.5,73.84,4.900820428,4.30190059
11,Brooklyn,Multifamily Housing,55550,1925,1,100,128.5,7,1,96.82,5.732369932,4.572853585
86,Manhattan,Office,274209,1927,1,100,67.9,9.5,0,,6.556778356,
69,Manhattan,Office,243442,1900,1,100,74.5,17.4,0.2,,5.163642463,
23,Bronx,Senior Care Community,59499,1968,1,100,168.5,16.5,1.1,102.14,5.877175401,4.626344421
86,Queens,Multifamily Housing,53252,1970,1,100,60.5,4.4,0.4,38.82,5.117394831,3.658935578
81,Brooklyn,Multifamily Housing,73000,1970,1,100,62.2,4.9,0.5,49.89,5.241217775,3.909820582
92,Queens,Multifamily Housing,106464,1970,1,100,61.4,3.5,0.5,46.78,5.734634938,3.845455761
80,Queens,Multifamily Housing,246521,1970,1,100,72.9,4.3,0.6,61.4,6.674561392,4.117409835
17,Manhattan,Multifamily Housing,265541,1975,1,100,105.5,5.6,0.9,49.17,7.092656838,3.895283681
94,Brooklyn,Multifamily Housing,108000,1970,1,100,59.6,2.8,0.4,34.52,5.765191103,3.541538866
95,Queens,Multifamily Housing,125610,1970,1,100,57.9,3.1,0.4,34.29,5.935158711,3.534853766
68,Queens,Multifamily Housing,177710,1970,1,100,78.4,4.6,0.6,37.96,6.407044989,3.636532974
95,Queens,Multifamily Housing,254600,1970,1,100,76.1,4.2,0.6,,6.766997841,
90,Brooklyn,Multifamily Housing,60780,1970,1,100,59.6,3.4,0.5,47.55,5.24491659,3.861781789
5,Manhattan,Multifamily Housing,121305,1989,1,100,119,10.9,0.9,103.3,6.024173722,4.637637376
86,Queens,Multifamily Housing,61320,1970,1,100,68.4,3,0.6,46.85,5.342812606,3.846951009
100,Brooklyn,Multifamily Housing,94100,1954,1,100,24.6,,,38.4,3.591817741,3.64805746
69,Manhattan,Multifamily Housing,152729,1981,1,100,42.9,8.7,0.2,,4.572646994,
95,Queens,Multifamily Housing,104778,1970,1,100,57.5,2.8,0.5,37.73,5.858218828,3.630455534
74,Bronx,Multifamily Housing,68448,1927,1,100,89,4.1,0.1,94.19,5.97964497,4.545314019
74,Queens,Multifamily Housing,56000,1970,1,100,67.6,5.1,0.5,,5.125748101,
92,Brooklyn,Multifamily Housing,93000,1970,1,100,59.8,2.9,0.5,,5.730424406,
41,Manhattan,Office,52727,1930,1,100,84.2,19.6,,,,
94,Queens,Multifamily Housing,54600,1970,1,100,59.1,2.8,0.5,31.31,4.969118614,3.443937535
63,Bronx,Multifamily Housing,78000,1924,1,100,92.1,4.6,0,131.16,6.149749526,4.876417952
74,Brooklyn,Multifamily Housing,109200,1970,1,100,77.7,3.7,0.6,65.54,6.054674061,4.182660643
92,Brooklyn,Multifamily Housing,194425,1970,1,100,59.1,3.7,0.5,,6.190315406,
90,Queens,Multifamily Housing,50400,1970,1,100,68,3.3,0.5,53.05,5.217107311,3.971234865
57,Brooklyn,Multifamily Housing,62000,1970,1,100,73.5,6.5,0.5,47.81,5.11619579,3.867234823
95,Queens,Multifamily Housing,68281,1970,1,100,57.4,3.6,0.5,37.94,5.270432163,3.636005965
93,Queens,Multifamily Housing,128535,1970,1,100,58.4,3.7,0.3,49.67,6.085182551,3.905401129
96,Brooklyn,Multifamily Housing,65220,1970,1,100,55.5,3.2,0.5,41.26,5.26217192,3.719893508
100,Manhattan,Multifamily Housing,76250,1910,1,100,21.4,3.4,0,0.84,4.034240638,-0.174353387
95,Brooklyn,Multifamily Housing,62400,1970,1,100,59.1,3.3,0.4,35.95,5.242804657,3.582129084
97,Queens,Multifamily Housing,61484,1970,1,100,53.1,3.1,0.5,34.85,5.101085197,3.551053137
55,Manhattan,Multifamily Housing,1288976,1956,7,100,87.4,6.6,0.7,40.84,8.346547209,3.709661993
79,Brooklyn,Multifamily Housing,71288,1970,1,100,62.9,5.7,0.5,40.69,5.095589,3.705982362
93,Brooklyn,Multifamily Housing,74834,1970,1,100,56.3,3.3,0.4,44.33,5.393172898,3.791661649
95,Queens,Multifamily Housing,127152,1970,1,100,58.1,3.3,0.4,,6.011512242,
67,Brooklyn,Multifamily Housing,77648,1970,1,100,70.8,5.9,0.5,,5.358941988,
80,Queens,Multifamily Housing,97528,1970,1,100,70.8,4.8,0.5,45.1,5.818895282,3.808882247
27,Brooklyn,Multifamily Housing,180000,1927,1,100,78,6.3,0.6,34.14,6.304631601,3.530469717
1,Manhattan,Multifamily Housing,128300,2010,1,100,106.2,15.1,0.6,41.71,5.895504156,3.730740908
51,Manhattan,Multifamily Housing,65656,1922,1,100,83.2,4.6,0,32.6,5.908897823,3.484312288
52,Bronx,Multifamily Housing,60719,1929,1,100,95.8,,,,6.080390756,
41,Bronx,Multifamily Housing,52980,1929,1,100,114.4,,,142.57,6.084271597,4.959833107
80,Manhattan,Office,75547,1931,1,100,79,,,25.15,5.617134668,3.224857897
86,Manhattan,Office,56731,1912,1,100,48.2,,,11.72,3.575150689,2.461296784
78,Queens,Retail Store,79200,1937,1,100,48,,,6.6,4.650143552,1.887069649
24,Brooklyn,Multifamily Housing,67530,2009,1,100,70.1,9,0.4,,4.864452784,
38,Manhattan,Office,58201,1930,1,100,135.6,17.2,0.3,54,5.667809814,3.988984047
8,Brooklyn,Multifamily Housing,280164,2009,1,100,102.7,17.5,0.5,,5.938327449,
73,Manhattan,Office,55138,1936,1,100,96.9,13.8,0.6,12.63,4.967031657,2.536074936
4,Queens,Worship Facility,67780,1953,1,100,151.5,9.8,0.4,,6.108135854,
93,Queens,Multifamily Housing,100400,1970,1,100,57.4,3.8,0.4,36.56,5.592850914,3.598954747
78,Queens,Multifamily Housing,131187,1970,1,100,73.2,4.2,0.6,,6.202130577,
73,Queens,Multifamily Housing,111520,1970,1,100,66,5.9,0.4,47.55,5.889154928,3.861781789
45,Manhattan,Office,76389,1909,1,100,115.2,16,0.7,,5.492238059,
88,Manhattan,Office,66577,1936,1,100,75,10.8,0.1,14.43,5.169346985,2.669309373
41,Bronx,Multifamily Housing,112339,1962,1,100,88,5.6,0.7,73.97,6.108358299,4.303659606
60,Brooklyn,Multifamily Housing,54600,1929,1,100,42.4,11.4,,87.22,,4.468433662
65,Brooklyn,Multifamily Housing,83634,1927,1,100,40.5,10.8,,79.69,,4.378144107
49,Manhattan,Multifamily Housing,69280,1911,1,100,67.4,10.2,0.1,,5.151555985,
90,Brooklyn,Multifamily Housing,61176,1927,1,100,87.9,5.8,0,49.06,5.730748923,3.893044039
55,Queens,Multifamily Housing,60000,1954,1,100,83.7,3.6,0.7,55.58,5.418320159,4.017823424
52,Bronx,Multifamily Housing,97853,2010,1,100,73.9,6.7,0.5,51.36,5.542439324,3.938859659
35,Manhattan,Multifamily Housing,82100,1952,1,100,85.8,7,0.3,84.35,5.861640559,4.434974809
65,Queens,Retail Store,124564,1979,1,100,88.7,19.3,0.2,,5.001258132,
91,Manhattan,Office,73698,1927,1,100,62.4,6.9,0,,5.425390449,
76,Queens,Multifamily Housing,65338,1970,1,100,82.6,3.8,0.7,68.06,5.48022217,4.220389669
73,Queens,Multifamily Housing,275197,1970,1,100,80.3,4.9,0.6,44.61,6.812785041,3.797958049
92,Brooklyn,Multifamily Housing,194425,1970,1,100,59.1,3.8,0.5,51.3,6.164156555,3.937690752
48,Queens,Multifamily Housing,71316,1941,1,100,91.8,2.9,0.9,51.86,5.788429949,3.94854778
86,Queens,Multifamily Housing,190510,1970,1,100,69.5,3.6,0.6,59.94,6.180637579,4.093344062
80,Queens,Multifamily Housing,67432,2006,1,100,49.7,5.4,0.3,,4.717605615,
91,Brooklyn,Multifamily Housing,73217,1970,1,100,61.4,3.7,0.5,,5.180096735,
87,Brooklyn,Multifamily Housing,67000,1970,1,100,61.4,3.6,0.5,50.05,5.410752796,3.913022506
75,Brooklyn,Multifamily Housing,52836,1970,1,100,72.5,5,0.6,45.9,5.05751888,3.826465117
36,Manhattan,Multifamily Housing,105734,1970,1,100,47.7,13.8,0,27.68,2.595254707,3.320710131
82,Manhattan,Office,408911,1928,1,100,80.2,12.8,0,24.2,4.494238625,3.186352633
85,Queens,Office,60000,1949,1,100,52.4,,,27.12,4.65396035,3.300271463
89,Manhattan,Multifamily Housing,65286,1910,1,100,71.7,3.4,0.7,,5.476463552,
97,Manhattan,Multifamily Housing,185041,1963,1,100,39,3.8,0.3,36.57,5.535363823,3.599228232
83,Manhattan,Multifamily Housing,100137,1926,1,100,65.9,3.8,0.2,27.52,5.891644212,3.314913013
100,Queens,Non-Refrigerated Warehouse,79000,1950,1,100,2.6,0.8,,,,
72,Manhattan,Multifamily Housing,52074,2002,1,100,77.7,4.1,0.7,,5.178970609,
90,Brooklyn,Multifamily Housing,137190,1927,1,100,62.7,4,0.5,39.89,5.906178953,3.686125666
49,Manhattan,Office,58996,1932,1,100,109.6,20.2,0.1,43.64,5.113191882,3.775974161
91,Manhattan,Residence Hall/Dormitory,75313,1928,1,100,81.3,2,0.1,107.01,6.00413395,4.672922288
52,Bronx,Multifamily Housing,73204,1928,1,100,100.4,4.4,0.9,113.98,5.949600343,4.736022994
100,Brooklyn,Multifamily Housing,98524,1965,1,100,16,4.5,,57.22,,4.046903488
100,Brooklyn,Multifamily Housing,62121,1960,1,100,13.2,3.8,,73.37,,4.295515133
60,Manhattan,Multifamily Housing,54430,1900,1,100,105.9,0.6,0.1,75.67,6.033326001,4.326381781
56,Bronx,Multifamily Housing,67500,1900,1,100,105.1,0.5,1.1,127.1,5.914853445,4.844974178
32,Queens,Multifamily Housing,52553,1962,1,100,109.6,6.5,0.9,89.21,5.511814541,4.490993141
91,Manhattan,Office,75328,1910,1,100,82.8,5.4,0.6,22.5,5.557599964,3.113515309
66,Brooklyn,Non-Refrigerated Warehouse,85000,1967,1,100,25.3,6.7,0,11.07,2.4765384,2.404238747
38,Brooklyn,Multifamily Housing,53530,1940,1,100,91.1,3,0.9,74.45,5.592850914,4.310127759
1,Queens,Non-Refrigerated Warehouse,51530,1950,1,100,98.2,28.8,,,,
33,Brooklyn,Multifamily Housing,73634,1959,1,100,93,5,0.8,,5.692721527,
65,Brooklyn,Multifamily Housing,60480,1940,1,100,77.2,3.6,0.7,,5.338979348,
74,Brooklyn,Multifamily Housing,58092,1929,1,100,70.3,2.9,0.6,67.04,5.244389025,4.205289456
100,Brooklyn,Multifamily Housing,96300,1940,1,100,9.9,2.8,,31.49,,3.449670035
72,Bronx,Multifamily Housing,60040,1964,1,100,75.6,4,0,36.98,5.557214088,3.610377226
52,Bronx,Multifamily Housing,53406,1940,1,100,96.3,3.9,0.9,89.97,5.455748374,4.499476281
95,Manhattan,Multifamily Housing,103279,1995,1,100,59.3,2.6,0.6,48.41,5.442417711,3.879706404
61,Queens,Multifamily Housing,73690,1965,1,100,62.6,6.2,0.1,52.37,5.338979348,3.958333908
59,Queens,Multifamily Housing,90273,1930,1,100,76.2,3.9,0.6,45.78,5.724891438,3.823847315
5,Manhattan,Multifamily Housing,94147,2007,1,100,82.4,13.5,0.4,41.77,5.160777953,3.732178379
100,Manhattan,Multifamily Housing,56814,1909,1,100,22.7,6,0,81.81,1.722766598,4.404399486
82,Bronx,Multifamily Housing,52000,1930,1,100,74.3,3.2,0,78.26,5.590613777,4.360036617
63,Queens,Multifamily Housing,80400,1950,1,100,89.4,4,0.8,,5.79848641,
75,Bronx,Multifamily Housing,78825,1950,1,100,73.3,3.1,0.1,64.43,5.990714266,4.165579363
25,Brooklyn,Multifamily Housing,150580,2010,1,100,95.8,9,0.7,49.41,5.946990057,3.900152833
12,Manhattan,Office,91060,1920,1,100,136.1,39.4,,28.22,,3.340030946
26,Brooklyn,Multifamily Housing,326609,2011,1,100,90.6,9.1,0.6,50.29,6.879252919,3.91780625
41,Manhattan,Office,118134,1930,1,100,148.8,21.7,0.4,78.64,6.289344445,4.364880476
76,Brooklyn,Multifamily Housing,74718,1950,1,100,81.3,4.5,0.7,,5.548297572,
100,Bronx,Multifamily Housing,92782,1951,1,100,66.8,2.9,0.6,48.75,5.6337176,3.886705197
62,Brooklyn,Multifamily Housing,57500,1924,1,100,92.9,,0.9,116.98,5.847305451,4.76200298
95,Bronx,Multifamily Housing,53900,1923,1,100,57.8,2.9,0,,5.231108617,
99,Brooklyn,Multifamily Housing,63730,1990,1,100,22.3,6.3,0,21.22,1.589235205,3.054944133
55,Queens,Multifamily Housing,407200,1991,1,100,66,20.4,,81.81,,4.404399486
100,Brooklyn,Multifamily Housing,57624,1960,1,100,15.3,4.3,,55.28,,4.012411179
84,Manhattan,Multifamily Housing,125040,1925,1,100,63.4,5.7,0.2,29.06,5.849612923,3.369362658
30,Bronx,Multifamily Housing,79223,2009,1,100,81.9,8.1,0.6,51.12,5.412092381,3.93417581
99,Queens,Multifamily Housing,176000,1951,1,100,66.6,,,98.15,6.467077415,4.586496921
81,Manhattan,Multifamily Housing,102593,1975,1,100,40.3,9.1,0.1,33.47,4.249922794,3.510649515
69,Bronx,Multifamily Housing,63000,1964,1,100,75.2,5.3,0.1,49.86,5.665734407,3.909219078
93,Bronx,Multifamily Housing,81000,1963,1,100,50.4,3.8,0,59.05,5.501666291,4.078384543
91,Bronx,Multifamily Housing,59475,1939,1,100,55.9,4.5,0.1,122.18,5.145166187,4.805495367
76,Brooklyn,Multifamily Housing,54350,1922,1,100,74.2,3.5,0.7,114.07,5.324959297,4.736812295
60,Queens,Multifamily Housing,53400,1940,1,100,79.9,4.1,0.7,4.66,5.330784557,1.539015448
76,Brooklyn,Multifamily Housing,66600,1920,1,100,72.3,3.3,0.7,,5.47478851,
81,Brooklyn,Multifamily Housing,57600,1940,1,100,76.7,3,0.7,61.12,5.43503119,4.112839145
36,Queens,Multifamily Housing,151000,1940,1,100,103.6,5,0.9,63.78,6.646780049,4.155439662
100,Bronx,Multifamily Housing,72000,1923,1,100,20.6,3.7,0,27.37,3.730501129,3.309447523
33,Bronx,Multifamily Housing,66930,1932,1,100,100.7,4.8,0.9,137.35,5.799698531,4.922532413
66,Brooklyn,Multifamily Housing,92400,1928,1,100,89.7,3,0.9,82.32,6.063785209,4.410614092
40,Bronx,Multifamily Housing,91656,1955,1,100,94.3,5.1,0.8,109.77,6.038109555,4.698387268
71,Bronx,Multifamily Housing,72500,1924,1,100,77.4,3.4,0.7,,5.631211782,
64,Bronx,Multifamily Housing,66000,1928,1,100,93.4,4,0.8,130.27,5.732693818,4.86960922
76,Bronx,Multifamily Housing,69848,1960,1,100,76,3.4,0.7,70.84,5.577463108,4.260423813
55,Bronx,Multifamily Housing,66000,1928,1,100,95.5,4.5,0.8,110.33,5.737217251,4.703475875
64,Brooklyn,Multifamily Housing,62207,1931,1,100,82.9,3.2,0.8,,5.583496309,
76,Brooklyn,Multifamily Housing,52812,1921,1,100,73.4,3.3,0.7,82.42,5.260096154,4.411828126
70,Brooklyn,Multifamily Housing,130604,1931,1,100,77.2,3.5,0.5,,6.298581532,
58,Brooklyn,Multifamily Housing,76920,1932,1,100,77.2,4.4,0.6,79.43,5.642261618,4.374876131
44,Brooklyn,Multifamily Housing,64782,1962,1,100,90.1,5.1,0.7,59.24,5.637286483,4.081596989
37,Brooklyn,Multifamily Housing,73000,1931,1,100,88.6,6.8,0.7,64.6,5.631928371,4.168214411
86,Brooklyn,Multifamily Housing,78000,1930,1,100,64.7,3.1,0.5,73.7,5.538514672,4.300002799
59,Brooklyn,Multifamily Housing,78718,1930,1,100,80.9,4.6,0.7,94.29,5.715052067,4.546375139
65,Brooklyn,Multifamily Housing,97938,1949,1,100,92.4,3.5,0.9,,6.132529987,
84,Brooklyn,Multifamily Housing,134897,1939,1,100,65.7,3.3,0.6,,6.060057339,
40,Brooklyn,Multifamily Housing,51000,1928,1,100,95.1,5.5,0.8,111.78,5.425830687,4.716532654
49,Brooklyn,Multifamily Housing,63456,1924,1,100,88,5.3,0.8,,5.56375383,
74,Brooklyn,Multifamily Housing,63775,1926,1,100,78.5,3.4,0.7,59.48,5.521460918,4.085640122
78,Brooklyn,Multifamily Housing,71860,1927,1,100,73.7,3.8,0.6,65.06,5.583496309,4.175309921
86,Brooklyn,Multifamily Housing,155352,1939,1,100,70.7,2.3,0.6,,6.375706019,
71,Brooklyn,Multifamily Housing,70400,1942,1,100,83.3,2.2,0.8,,5.774240938,
86,Brooklyn,Multifamily Housing,68076,1940,1,100,65.9,2.2,0.6,84.24,5.477717995,4.433669868
83,Brooklyn,Multifamily Housing,80135,1930,1,100,68.2,2.6,0.6,,5.627980761,
89,Brooklyn,Multifamily Housing,84000,1954,1,100,57.8,2.7,0.4,,5.544004882,
93,Brooklyn,Multifamily Housing,55200,1928,1,100,66.7,1.8,0.7,63.89,5.284218442,4.157162855
47,Manhattan,Multifamily Housing,67980,1910,1,100,88.8,3.6,0.8,29.17,5.71899944,3.373140784
97,Bronx,Multifamily Housing,54150,1925,1,100,26.1,5.9,0.1,,2.856470206,
100,Brooklyn,Multifamily Housing,85165,1950,1,100,13.9,3.7,0,,1.435084525,
64,Manhattan,Multifamily Housing,50066,1926,1,100,80.8,4.3,0,46.37,5.601011197,3.836652698
100,Brooklyn,Multifamily Housing,62500,1950,1,100,17.3,3.2,0,56.75,3.33220451,4.038655656
64,Brooklyn,Multifamily Housing,60282,1941,1,100,80.2,3.7,0.7,44.68,5.488524418,3.799525974
70,Brooklyn,Multifamily Housing,221395,1963,1,100,56.6,5.5,0.4,26.87,6.283574303,3.291010423
62,Bronx,Multifamily Housing,60636,1925,1,100,88.8,4.2,0.8,,5.575949103,
80,Queens,Multifamily Housing,62256,1950,1,100,83.3,3.2,0.7,75.81,5.593595516,4.32823021
38,Brooklyn,Multifamily Housing,188540,1962,1,100,91.5,4.7,0.8,,6.736017516,
88,Brooklyn,Multifamily Housing,65500,1950,1,100,70.4,3.7,0.6,65.08,5.40222683,4.175617282
57,Brooklyn,Multifamily Housing,76338,1963,1,100,86.8,4,0.8,75.95,5.777961873,4.330075229
100,Manhattan,Residence Hall/Dormitory,,1950,1,100,0.5,,0,,0.405465108,
100,Manhattan,Office,710600,1950,1,100,0,,0,,,
84,Manhattan,Multifamily Housing,451617,1985,1,100,37.9,9.5,0,30.48,4.94021283,3.417070731
65,Manhattan,Multifamily Housing,66754,1900,1,100,88.5,4.8,0.8,27.26,5.680513848,3.305420426
2,Manhattan,Multifamily Housing,274659,2001,1,100,131,10.9,1,39.4,7.254177846,3.673765816
13,Manhattan,Multifamily Housing,434418,1990,1,100,96.9,8.3,0.7,34.34,7.453272143,3.536310855
34,Manhattan,Multifamily Housing,216621,2008,1,100,58.2,11,0.2,25.17,5.536940489,3.225652809
20,Manhattan,Multifamily Housing,484000,1999,1,100,94.6,7.6,0.7,41.26,7.376633275,3.719893508
9,Manhattan,Multifamily Housing,309449,2008,1,100,103.2,14.2,0.6,49.74,6.77958094,3.906809438
77,Manhattan,Multifamily Housing,303383,2007,1,100,39.4,9.7,0,29.5,4.191168747,3.384390263
9,Manhattan,Multifamily Housing,191094,2009,1,100,74.3,11.9,0.4,18.58,5.924790414,2.922085733
